[2026-06-26 11:23:47,481] 19 root - INFO - Starting data ingestion process
[2026-06-26 11:23:48,115] 63 root - INFO - Performed train test split on the dataset
[2026-06-26 11:23:48,115] 64 root - INFO - Exit from the split_data_as_train_test method of DataIngestion class
[2026-06-26 11:23:48,116] 70 root - INFO - Exported training and testing dataset into feature store
[2026-06-26 11:23:48,116] 22 root - INFO - Data ingestion completed
[2026-06-26 11:23:48,118] 27 root - INFO - Starting data validation
[2026-06-26 11:23:48,120] 32 root - INFO - Required number of columns: 2
[2026-06-26 11:23:48,120] 33 root - INFO - Data frame has columns:31
[2026-06-26 11:23:48,120] 32 root - INFO - Required number of columns: 2
[2026-06-26 11:23:48,120] 33 root - INFO - Data frame has columns:31
[2026-06-26 11:23:48,131] 29 root - INFO - Data validation completed
[2026-06-26 11:23:48,132] 33 root - INFO - Starting data transformation
[2026-06-26 11:23:48,132] 50 root - INFO - Entered initiate.. method of DataTransformation class
[2026-06-26 11:23:48,132] 52 root - INFO - Starting data transformation
[2026-06-26 11:23:48,133] 40 root - INFO - Enter get_data_transformation_object method of Transformation class
[2026-06-26 11:23:48,142] 44 root - INFO - Entered the save_object method of Mainutils class
[2026-06-26 11:23:48,142] 48 root - INFO - Exited the save_object method of Mainutils class
[2026-06-26 11:23:48,142] 36 root - INFO - Data transformation completed
[2026-06-26 11:23:48,142] 39 root - INFO - Model training started
