[2026-06-26 12:18:02,390] 19 root - INFO - Starting data ingestion process
[2026-06-26 12:18:03,028] 63 root - INFO - Performed train test split on the dataset
[2026-06-26 12:18:03,028] 64 root - INFO - Exit from the split_data_as_train_test method of DataIngestion class
[2026-06-26 12:18:03,029] 70 root - INFO - Exported training and testing dataset into feature store
[2026-06-26 12:18:03,029] 22 root - INFO - Data ingestion completed
[2026-06-26 12:18:03,032] 27 root - INFO - Starting data validation
[2026-06-26 12:18:03,034] 32 root - INFO - Required number of columns: 2
[2026-06-26 12:18:03,034] 33 root - INFO - Data frame has columns:31
[2026-06-26 12:18:03,034] 32 root - INFO - Required number of columns: 2
[2026-06-26 12:18:03,034] 33 root - INFO - Data frame has columns:31
[2026-06-26 12:18:03,050] 29 root - INFO - Data validation completed
[2026-06-26 12:18:03,050] 33 root - INFO - Starting data transformation
[2026-06-26 12:18:03,050] 50 root - INFO - Entered initiate.. method of DataTransformation class
[2026-06-26 12:18:03,050] 52 root - INFO - Starting data transformation
[2026-06-26 12:18:03,051] 40 root - INFO - Enter get_data_transformation_object method of Transformation class
[2026-06-26 12:18:03,060] 45 root - INFO - Entered the save_object method of Mainutils class
[2026-06-26 12:18:03,060] 49 root - INFO - Exited the save_object method of Mainutils class
[2026-06-26 12:18:03,060] 36 root - INFO - Data transformation completed
[2026-06-26 12:18:03,060] 39 root - INFO - Model training started
[2026-06-26 12:18:24,502] 45 root - INFO - Entered the save_object method of Mainutils class
[2026-06-26 12:18:24,502] 49 root - INFO - Exited the save_object method of Mainutils class
[2026-06-26 12:18:24,502] 110 root - INFO - MOdel trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts/06_26_2026_12_18_02/model_trainer/trained_model/model.pkl', trained_metric_artifact=ClassificationMetricArtifact(f1_score=1.0, precision_score=1.0, recall_score=1.0), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9523809523809523, precision_score=1.0, recall_score=0.9090909090909091))
