[2026-06-27 10:53:54,813] 19 root - INFO - Starting data ingestion process
[2026-06-27 10:53:55,532] 63 root - INFO - Performed train test split on the dataset
[2026-06-27 10:53:55,532] 64 root - INFO - Exit from the split_data_as_train_test method of DataIngestion class
[2026-06-27 10:53:55,534] 70 root - INFO - Exported training and testing dataset into feature store
[2026-06-27 10:53:55,534] 22 root - INFO - Data ingestion completed
[2026-06-27 10:53:55,537] 27 root - INFO - Starting data validation
[2026-06-27 10:53:55,540] 32 root - INFO - Required number of columns: 2
[2026-06-27 10:53:55,540] 33 root - INFO - Data frame has columns:31
[2026-06-27 10:53:55,540] 32 root - INFO - Required number of columns: 2
[2026-06-27 10:53:55,540] 33 root - INFO - Data frame has columns:31
[2026-06-27 10:53:55,556] 29 root - INFO - Data validation completed
[2026-06-27 10:53:55,556] 33 root - INFO - Starting data transformation
[2026-06-27 10:53:55,556] 50 root - INFO - Entered initiate.. method of DataTransformation class
[2026-06-27 10:53:55,556] 52 root - INFO - Starting data transformation
[2026-06-27 10:53:55,558] 40 root - INFO - Enter get_data_transformation_object method of Transformation class
[2026-06-27 10:53:55,565] 47 root - INFO - Entered the save_object method of Mainutils class
[2026-06-27 10:53:55,565] 51 root - INFO - Exited the save_object method of Mainutils class
[2026-06-27 10:53:55,565] 47 root - INFO - Entered the save_object method of Mainutils class
[2026-06-27 10:53:55,565] 51 root - INFO - Exited the save_object method of Mainutils class
[2026-06-27 10:53:55,565] 36 root - INFO - Data transformation completed
[2026-06-27 10:53:55,565] 39 root - INFO - Model training started
[2026-06-27 10:53:57,683] 104 root - INFO - Best Model Found: Decision Tree
[2026-06-27 10:54:00,989] 47 root - INFO - Entered the save_object method of Mainutils class
[2026-06-27 10:54:00,989] 51 root - INFO - Exited the save_object method of Mainutils class
[2026-06-27 10:54:00,989] 47 root - INFO - Entered the save_object method of Mainutils class
[2026-06-27 10:54:00,989] 51 root - INFO - Exited the save_object method of Mainutils class
[2026-06-27 10:54:00,989] 140 root - INFO - Model Trainer Artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts/06_27_2026_10_53_54/model_trainer/trained_model/model.pkl', trained_metric_artifact=ClassificationMetricArtifact(f1_score=1.0, precision_score=1.0, recall_score=1.0), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.8571428571428571, precision_score=0.75, recall_score=1.0))
